fname,rname,avail,maxLimit,price
Tempura,Tom & Jerry's,50,50,5.0
Vegetable fried rice,Captain D's,50,50,10.0
Chicken wings,Spangle's,50,50,8.0
Fish stew,Rush's,50,50,8.5
Stir fried tofu with rice,Handy's Lunch,30,30,11.0
Noodles,Long John Silvers,30,30,8.0
Spaghetti Carbonara,Mazatlan Mexican Restaurant,80,80,4.0
Bottarga,Wings N' More Wings,110,110,8.0
Cantonese chicken soup,Popeyes Chicken and Biscuits,100,100,5.5
Hokkien prawn mee,Red Robin Gourmet Burgers,70,70,7.5
Apple pie,Sbarro,110,110,10.5
Bak kut teh,Cherry Hill Drive In Ice Cream,100,100,11.0
Pork bulgogi,Pizza Hut,30,30,3.5
Pozole,Pizza Hut,100,100,8.5
Naan,Blondies,20,20,6.5
Bottarga,Greek Oven Pizza and Wings,60,60,4.5
Chicken with chestnuts,Ben & Jerry's,70,70,6.0
Sate,Snack Shack,70,70,6.5
Kimchi stew,Dairy Queen Grill & Chill / Orange Julius,20,20,6.0
Chicken with chestnuts,Twisters,90,90,6.0
Noodles,Checker's,50,50,9.5
Risotto,Cusinera,40,40,9.0
Udon,Slim Chickens,110,110,5.0
Kaya toast,Thrasher's French Fries,30,30,5.5
Laksa,Italian Pizzeria Restaurant,40,40,3.5
Tandoori chicken,Twisters,110,110,11.0
Tostadas,Penguin Point,80,80,8.0
Tofu,Chris' Drive-In,70,70,4.5
Beef soup,Penguin Point,40,40,10.5
Enchiladas,Hardees,20,20,9.0
Nem ran,Lukes on Harlem,90,90,11.5
Dim sum,Elevation Burger,60,60,9.0
Tofu,Charlie's Chicken,110,110,9.0
Samgyeopsal,Rally's,60,60,7.5
Nem ran,QDOBA Mexican Eats,90,90,5.0
Sushi,Taco del Mar,90,90,6.0
Ayam penyet,Long John Silver/ A&W,100,100,10.5
Kimchi stew,Frisch's Big Boy,100,100,5.0
Papdi chaat,Johnny Rockets,90,90,5.0
Tostadas,Portillo's,70,70,4.5
Wanton mee,McDonald’s,40,40,9.0
Coconut milk curry,Tellers Tap Room & Kitchen,40,40,4.0
Banh xeo,Fosters Freeze,20,20,9.5
Chicken rice,Thrasher's French Fries,20,20,11.0
Sundubu jjigae,Alice's,40,40,11.0
Fish stew,Golden Chick,90,90,3.0
Tandoori chicken,China King Restaurant,90,90,3.5
Risotto,The Pita Pit,60,60,11.5
Sashimi,Chicken House,90,90,9.0
Pho,B. Good,60,60,10.0
Isaan soup,Smoothie King,110,110,9.0
Cao lau,Arctic Circle,30,30,3.5
Wanton mee,Subway - Bell's Ferry,30,30,8.5
Enchiladas,Steak N Shake,100,100,10.5
Gado gado,Checker's,100,100,11.5
Spicy stir fried octopus,Boston Market 381,100,100,6.0
Sichuan pork,L&L Hawaiian Barbecue,50,50,12.0
Sate,SONIC Drive In,100,100,9.5
Chicken with chestnuts,Steak-out,100,100,11.5
Rawon,Sonic Drive-in (trailer),70,70,12.0
Ribollita,Domino's Pizza,30,30,5.5
Gogigui,Ball State Lafollette Dining,50,50,12.0
Sundubu jjigae,Freddy's Steakburger,60,60,8.5
Tandoori chicken,Charley's Grilled Subs,90,90,11.0
Macaroni and Cheese,Pita Pit,60,60,8.0
Ribollita,Wendy Two Two Eight,40,40,4.5
Tacos al pastor,Taco Casa,60,60,8.5
Rau muong,Subway Citgo of Quarryville,70,70,5.0
Sour soup,Kentucky Fried Chicken,70,70,11.5
Green curry chicken,El Pollo Loco,110,110,6.0
Szechwan chilli chicken,Hot Dog Heaven,20,20,4.0
Macaroni and Cheese,Hamburger King,90,90,7.5
Kimchi stew,Bojangles' Famous Chicken 'n Biscuits,90,90,3.0
Elote,Hardee's / Red Burrito / Dough Boys,40,40,6.5
Tom yum goong,Dairy Queen Grill & Chill / Orange Julius,20,20,8.5
Doughnut,El Paragua Restaurant,70,70,8.5
Bak chor mee,Soulfish Grill,70,70,3.0
Tostadas,Hometown Buffet,40,40,5.5
Beef rendang,In-A-Tub,20,20,9.0
Fried carrot cake,Carls Jr,60,60,6.0
Tacos al pastor,The Break Away Sports Cafe,30,30,3.5
Ramen,Dairy Queen,90,90,6.0
Soba,Your Healthy Habit,60,60,9.0
Sichuan pork,D'angelo Grilled Sandwiches,90,90,3.0
Coconut milk curry,Flip Burger Bar,30,30,10.0
Hash browns,Richie's Restaurant,100,100,12.0
Soba,name,110,110,5.5
Fried carrot cake,McDonalds,30,30,8.5
Doughnut,Tom & Jerry's,20,20,9.0
Donburi,Charcoal Delights,40,40,10.0
Pozole,Blimpie Subs & Sandwiches,40,40,7.5
Murg makhani,Jack's,70,70,5.0
Enchiladas,Gianni's Pizza,90,90,3.0
Elote,Dino's Gyros,60,60,9.5
Steak,Captain D's Seafood,50,50,10.5
Paratha,B. Good,30,30,11.5
Naan,Papa Gino's,60,60,4.0
Enchiladas,Rafael's,100,100,5.5
Kimchi,Hunam Garden,50,50,4.0
Ramyeon,Hometown Buffet,70,70,10.5
Mole,Siam To Go,30,30,11.0
Cantonese chicken soup,Kentucky Fried Chicken,50,50,10.0
Cha ca,Dominos Pizza,30,30,3.0
Laksa,Chick-fil-a Superstition Springs Center,50,50,10.0
Kimchi,A&w,90,90,9.0
Kimchi,Tubby's Grilled Submarines,50,50,5.5
Chicken with chestnuts,Hot Dog on a Stick,50,50,5.5
Fried carrot cake,Subway,90,90,3.5
Yakitori,Papa Johns Pizza,60,60,5.0
Cantonese chicken soup,Cousins Subs,110,110,4.5
Tostadas,Farmer Boys,80,80,6.5
Hash browns,Maui Tacos,40,40,7.0
Sashimi,Popeyes Chicken & Biscuits,40,40,7.5
Vegetable fried rice,Steak N Shake,20,20,12.0
Kimchi,Garden Catering,30,30,7.0
Beef soup,McLaren's Pantry,110,110,8.0
French fries,Wings N' More Wings,100,100,10.5
Szechwan chilli chicken,Blimpie,90,90,9.5
Pizza,The Press Club,70,70,11.0
Bak chor mee,Round Table Pizza,50,50,12.0
Gado gado,Blake's LotaBurger,90,90,7.0
Lasagna,Costa Vida,100,100,6.5
Kimchi,Arbys,90,90,11.5
Coconut milk curry,b.good,20,20,10.0
Chicken rice,Burger King,80,80,5.5
Naan,Hub City Express,60,60,7.5
Chole,Jimmy John's Gourmet Sandwiches,30,30,4.0
Cao lau,Snack Shack,70,70,9.0
Macaroni and Cheese,Popeyes Chicken & Biscuits,60,60,9.5
Ga tan,Circle Drive In,30,30,7.0
Bakso,Church's Chicken,30,30,5.0
Hash browns,Taco Bell,80,80,11.5
Green curry chicken,Greyhound,100,100,5.5
Goi cuon,Thunder Ridge Ampride,30,30,11.5
Sichuan pork,Panda Express,20,20,4.5
Soba,Panera Bread,60,60,12.0
Bak chor mee,Popeye's,60,60,9.0
Spaghetti Bolognese,Subway Sandwiches and Salads,60,60,11.5
Murg makhani,A&W Restaurant,40,40,7.5
Polenta,McLaren's Pantry,110,110,6.5
Macaroni and Cheese,Dairy Isle,60,60,10.0
Soto,Ny Chicken Fish,40,40,6.0
Fish stew,Hardee's / Red Burrito / Dough Boys,70,70,4.0
Noodles,Dual - Carls / Grn Burrito 1100654,90,90,7.0
Bhajji,Lee's Famous Recipe Chicken,30,30,6.5
Korma,Taco Mayo,50,50,10.5
Spaghetti Aglio Olio,name,20,20,10.0
Kimchi,Amigos/Kings Classic,100,100,4.5
Gogigui,Back Yard Burgers,110,110,11.0
Ayam goreng,KFC/Taco Bell,90,90,8.0
Rujak cingur,Chick-fil-A,40,40,4.5
Ramen,Flip Burger Bar,20,20,3.5
Guacamole,Mayfair Boardwalk Grill,20,20,9.0
Apple pie,South-A-Philly Steaks and Hoagies,30,30,3.5
Sundubu jjigae,Ama Ristorante,110,110,5.5
Korma,Carl's Jr. / Green Burrito,80,80,12.0
Bak kut teh,Mario's Natural Roman Pizza,50,50,10.5
Cha ca,Mocha Express,70,70,8.0
Boiled vegetable soup,Chicken House,20,20,7.0
Beef rendang,Grandy's,20,20,11.0
Lasagna,Ben & Jerry's,90,90,8.5
Szechwan chilli chicken,King Grill,100,100,12.0
Cheeseburger,Denton's,100,100,6.0
Ossobuco,Zaxby's,110,110,7.0
Szechwan chilli chicken,Old Country Buffet,70,70,12.0
Chicken wings,Lukes on Harlem,80,80,5.0
Bak chor mee,Burger King Salou,90,90,11.0
Chicken with chestnuts,Strongwater Spirits & Botanicals,110,110,9.0
Sichuan pork,Thunder Ridge Ampride,90,90,3.0
Udon,Spangle's,30,30,12.0
Chole,Circle Drive In,80,80,5.5
Chocolate chip cookie,Garden Fast Food,110,110,5.0
Sate,Braum's Ice Cream & Dairy Store,90,90,9.0
Tempura,Jack In The Box,50,50,6.0
Pho,Roly Poly,70,70,5.0
Fish stew,Wings And Philly,50,50,5.5
Ga tan,Rafael's,50,50,11.5
Samgyeopsal,Dino's Gyros,40,40,11.0
Beef rendang,Mcdonald's #25557,50,50,3.0
Hot and sour soup,Blakes Lotaburger,100,100,12.0
Szechwan chilli chicken,Crispy Chicken & Seafood,20,20,11.5
Bibimbap,Burger King,70,70,4.5
Chole,Luna Corner Pizza,80,80,11.5
Kimchi stew,Jason's Deli,100,100,12.0
Hot and sour soup,KFC/Taco Bell,60,60,8.0
Rawon,Yoshinoya,60,60,10.0
Tamales,Rally's Springfield,100,100,4.5
Spaghetti Bolognese,Crispy Chicken & Seafood,40,40,4.5
Green curry chicken,Papa John’s Pizza,100,100,10.0
Lasagna,Rahway Chicken & Burger Inc,60,60,4.5
Kimchi stew,Fallguys Burger Company,90,90,10.0
Bun bo hue,Baskin-Robbins,110,110,11.5
Chole,Braum's,40,40,12.0
Gado gado,Noodles & Company,90,90,9.5
Palak paneer,Gianni's Pizza,80,80,10.5
Donburi,Thrashers French Fries,30,30,6.0
Tom yum goong,Nielsen's Frozen Custard,50,50,7.5
Macaroni and Cheese,Shepard's Drive-In,100,100,3.5
Soba,Mr. Hero,40,40,8.5
Tacos al pastor,Burger's Landing,70,70,4.0
Fried chicken,Travelcenters of America,40,40,4.5
Chiles en nogada,Raising Cane's,40,40,8.5
Samgyeopsal,A&W/Long John Silvers,90,90,6.0
Rau muong,Siam To Go,60,60,9.0
Ossobuco,Chicken Express,90,90,9.5
Ayam goreng,Dairy Isle,90,90,7.5
Hash browns,Carl's Jr,110,110,11.5
Oyster omelette,Checker's,30,30,10.0
Noodles,Kum & Go,80,80,9.5
Banh xeo,Thrashers French Fries,40,40,5.5
Lasagna,Roy Rogers,100,100,11.5
Pozole,Steak-out,90,90,5.0
Rawon,Comilao Lanches Bakery,70,70,10.5
Cheeseburger,Jersey Mike's Subs,100,100,4.5
Spaghetti Bolognese,Au Bon Pain,20,20,11.0
Chocolate chip cookie,White Manna Hamburgers,100,100,10.5
Yakitori,Checkers Burgers and Fries,40,40,3.0
Rujak cingur,Windmill Gourmet Fast Foods,80,80,4.5
Ayam goreng,Everest,60,60,11.5
Pizza,Au Bon Pain,20,20,3.5
Tandoori chicken,Isabella's Pizzeria,80,80,10.0
Chicken with chestnuts,Snack Shack,90,90,8.5
Sashimi,Au Bon Pain,70,70,3.0
Pho,Charley's Grilled Subs,90,90,10.0
Chocolate chip cookie,Mario's Natural Roman Pizza,70,70,11.5
Sashimi,St Louis Original Hamburgers,80,80,8.0
Laksa,BGR - The Burger Joint,20,20,5.5
Soto,Skyline Chili,20,20,9.5
Soto,Scoopers,110,110,9.5
Ga tan,McDonald’s,110,110,9.0
Natto,Wienerschnitzel,100,100,6.5
Fried carrot cake,Pizza Primetime,90,90,10.5
Beef rendang,Moe's Southwest Grill,90,90,10.0
Korma,Furr's,60,60,8.0
Hash browns,Sonic Drive-In,100,100,3.0
Risotto,China Buddha Inn II,90,90,8.0
Boiled vegetable soup,Italian Pizzeria Restaurant,70,70,10.0
Stir fried tofu with rice,Blimpie Subs & Sandwiches,90,90,6.0
Tostadas,China King Restaurant,70,70,11.5
Pozole,Waffle House,90,90,9.5
Noodles,Mr Hero,20,20,10.0
Cantonese chicken soup,Sonic Drive in,40,40,4.5
Hokkien prawn mee,Pizza Hut,20,20,5.5
Mole,Quick,100,100,12.0
Bak kut teh,BIG & little's Restaurant,100,100,4.0
Ayam penyet,Braum's,100,100,5.0
Sashimi,Pizza Hut,100,100,8.0
Cheeseburger,Brixton's,70,70,8.5
Chicken galangal soup,Grandy's,70,70,6.0
Spaghetti Bolognese,The Pita Pit,110,110,7.0
French fries,Tom's Grill,100,100,9.0
Laksa,Hub City Express,50,50,9.0
Fried carrot cake,Panda Express,20,20,10.5
Kimchi,Islands Restaurant,90,90,11.5
Laksa,Travelcenters of America,40,40,8.0
Curry fish head,Thunder Ridge Ampride,30,30,4.5
Hokkien prawn mee,The People Connection,50,50,6.0
Noodles,Frisch's Big Boy,100,100,6.0
Chicken with chestnuts,Braum's,20,20,10.0
Tacos al pastor,Dairy Queen Grill & Chill / Orange Julius,90,90,6.5
Cheeseburger,Richie's Restaurant,50,50,11.0
Korma,Hotdoks,40,40,10.0
Curry fish head,Islands Restaurant,90,90,3.0
Fish stew,Kum & Go,80,80,10.0
Banh xeo,Frisch's Big Boy,50,50,9.0
Cha ca,Wings And Philly,100,100,6.0
Bak kut teh,Roly Poly,40,40,8.5
Chiles en nogada,TacoTime,20,20,10.5
Beef soup,Rush's,90,90,11.0
Goi cuon,Bills Place,40,40,4.5
Green curry chicken,Sbarro,20,20,6.0
Steak,Baskin-Robbins,30,30,5.5
Ramyeon,Isabella's Pizzeria,100,100,6.0
Tom yum goong,Popeyes Louisiana Kitchen,20,20,3.5
Bak kut teh,Dual - Carls / Grn Burrito 1100654,30,30,3.5
Doughnut,Nick's Burgers,30,30,8.5
Spicy stir fried octopus,D'angelo Grilled Sandwiches,40,40,4.0
Chiles en nogada,B Z Breakfast Burgers Beyond,110,110,7.5
Lasagna,B. Good,110,110,6.0
Rujak cingur,DQ Woodlands,20,20,3.5
Fried chicken,Lee's Famous Recipe Chicken,90,90,11.5
Sate,Frisch's Big Boy,70,70,4.5
Sashimi,Teddy's Bigger Burgers,90,90,10.5
Kaya toast,Roy Rogers,50,50,11.5
Bak chor mee,Subway - Roland Park,30,30,3.5
Pozole,Dawg House Grill,100,100,10.5
Szechwan chilli chicken,Little Caesars Pizza,50,50,4.0
French fries,McDonalds @ Old Atlanta,60,60,8.0
Cantonese chicken soup,Frisch's Big Boy,50,50,10.0
Sashimi,Five Guys,30,30,7.5
Rujak cingur,Little Caesar's Pizza Smithfield,90,90,9.5
Gogigui,Home Town Buffet,90,90,5.5
Soto,Subway Guitars,80,80,7.0
Bibimbap,Seaside Eatery,90,90,7.5
Spaghetti Carbonara,McDonald’s,110,110,7.0
Ayam goreng,Pop-A-Nugget,30,30,3.5
Apple pie,Popeyes,90,90,9.0
Chocolate chip cookie,Fazoli's,30,30,12.0
Spicy stir fried octopus,A&W,110,110,10.5
Guacamole,Charlie's Chicken,60,60,6.5
Spaghetti Carbonara,Sonic,40,40,6.5
Laksa,Taco Mayo,20,20,4.0
Tempura,Mcdonalds,80,80,9.5
Murg makhani,Rapid Ray's,90,90,3.0
Paratha,Buds Chicken & Seafood,80,80,3.0
Yakitori,Culvers,50,50,4.0
Pizza,A&W All-American Food,60,60,11.5
Goi cuon,Cody's Cafe,110,110,4.0
Curry fish head,Ernie's All American Burger,70,70,8.0
Rujak cingur,The Pita Pit,70,70,3.5
Vegetable fried rice,Exxon,30,30,4.0
Nem ran,King Grill,70,70,10.5
Tostadas,Jamba Juice,110,110,6.0
French fries,Popeye's Louisiana Kitchen,90,90,11.0
Spaghetti Carbonara,Carl's / Green Burrito,80,80,11.0
Oyster omelette,Fallguys Burger Company,90,90,10.0
Enchiladas,Integrated Therapy Specialists: Arnold D Larson,60,60,11.0
French fries,Shepard's Drive-In,80,80,8.0
Dim sum,Thrasher's French Fries,20,20,5.5
Tempura,McDonald’s,20,20,3.0
Fried carrot cake,The Agora,50,50,7.5
Fried carrot cake,In-A-Tub,80,80,10.0
Gogigui,Sheetz,110,110,3.5
Kaya toast,Maui Tacos,20,20,5.0
Ramen,Music City Subs,70,70,6.5
Beef soup,Papa Johns,30,30,7.0
Bhajji,Frugals,20,20,9.5
Boiled vegetable soup,Firehouse Subs,30,30,4.0
Donburi,Taco Mayo,20,20,4.0
Sichuan pork,Omelette House,80,80,7.5
Hot and sour soup,QDOBA Mexican Eats,80,80,3.0
Pozole,Gianni's Pizza,60,60,9.0
Chicken tikka masala,El Paragua Restaurant,70,70,3.5
Palak paneer,Dunkin Donuts,80,80,3.0
Bhajji,Rubio's Coastal Grill,30,30,11.0
Murg makhani,Custard Hut & Pizza,60,60,8.0
Kimchi stew,Burger Time,110,110,4.5
Chicken galangal soup,Carl's Jr / Green Burrito,60,60,10.0
Sushi,name,50,50,3.5
Kaya toast,Church's Chicken,50,50,10.0
Coconut milk curry,Quizno's +,90,90,11.5
Mole,Costa Vida Fresh Mexican Grill,20,20,9.0
Ayam goreng,Thrashers French Fries,40,40,8.5
Hash browns,McDonald's,20,20,10.5
Hokkien prawn mee,Checker's Drive-in Restaurant,100,100,7.5
Chicken tikka masala,Arctic Circle,70,70,7.5
Bun bo hue,Flash Foods / McDonald's,100,100,7.0
Rujak cingur,Pal's Sudden Service,100,100,9.5
Coconut milk curry,Mario's Natural Roman Pizza,50,50,8.0
Chicken galangal soup,KFC / Taco Bell,110,110,8.5
Sichuan pork,Baja Fresh Mexican Grill,50,50,6.5
Ramen,Chicago Union Station Food Court,40,40,5.5
Sate,Bush's Chicken,30,30,6.0
Yakitori,Carl's Jr.,40,40,11.0
Dim sum,Tudor's Biscuit World,30,30,7.0
Pho,Lukes on Harlem,110,110,10.0
Green curry chicken,7-Eleven,30,30,10.5
Donburi,B Z Breakfast Burgers Beyond,40,40,3.5
Fried carrot cake,Long John Silvers,100,100,7.0
Nasi goreng,The Pita Pit,90,90,12.0
Cha ca,Pal's Sudden Service,60,60,3.5
Sashimi,Subway Guitars,100,100,3.5
Rau muong,Chick-fil-a Superstition Springs Center,50,50,7.5
Hash browns,Culver's,40,40,7.0
Gado gado,Strongwater Spirits & Botanicals,30,30,10.5
Soba,Simmies Arirang Hill Cheese Steak,20,20,8.0
Sichuan pork,Boston Chowda Company,80,80,3.0
Bibimbap,Farmer Boys,50,50,6.5
Ribollita,Raising Cane's Chicken Fingers,110,110,8.5
Chicken tikka masala,Greyhound,20,20,5.0
Doughnut,Ivar's Seafood Bar,50,50,7.5
Natto,City Bites,60,60,7.5
Ayam goreng,7-11,20,20,11.0
Bhajji,Jimmy John's,70,70,8.0
French fries,Don & Millie's,40,40,5.5
Ga tan,J J Fish and Chicken,110,110,10.5
Murg makhani,Costa Vida Fresh Mexican Grill,90,90,10.0
Rau muong,Ama Ristorante,70,70,9.0
Soto,Jollibee,20,20,12.0
Fried carrot cake,Mariu Kebabberia Gastronomica,70,70,5.0
Pozole,Los Verdes,60,60,7.0
Doughnut,Sonic Drive-in,100,100,3.0
Chicken tikka masala,Wu's Fine Chinese Cuisine,70,70,9.5
Lasagna,Simmies Arirang Hill Cheese Steak,20,20,11.5
Bhajji,Iceberg Drive Inn,60,60,7.0
Bottarga,Blondies,70,70,5.5
Bak chor mee,Frugals,50,50,4.5
Polenta,China King,50,50,6.5
Noodles,Chick-fil-a,50,50,11.5
Ayam penyet,Mcalister's Deli,30,30,5.5
Fish kidney curry,Jacks Grocery,40,40,5.0
Ayam goreng,A&W All American Food,70,70,5.5
Lasagna,Long John Silvers / A&W,100,100,9.0
Apple pie,Papa John's Pizza,30,30,12.0
Palak paneer,Mazatlan Mexican Restaurant,50,50,4.0
Soba,Milo's Hamburgers,40,40,7.5
Elote,Sammy Carry-Out,100,100,8.0
Bhajji,DQ Woodlands,30,30,6.0
Tostadas,Zip's Hamburgers And Fish,110,110,7.5
Rujak cingur,In-N-Out Burger,40,40,8.0
Kaya toast,The Break Away Sports Cafe,30,30,7.5
Dim sum,Slim Chickens,40,40,10.0
Bottarga,Charkies,50,50,3.0
French fries,Hot Dog on a Stick,70,70,9.5
Pizza,Rapid Ray's,90,90,5.0
Bhajji,Backyard Burgers,30,30,11.5
Macaroni and Cheese,Jersey Mike's Subs,90,90,6.5
Tandoori chicken,Panda,50,50,12.0
Tandoori chicken,Tropical Smoothie Cafe,110,110,7.0
Tandoori chicken,Lanesplitter Pizza & Pub,80,80,8.0
Ga tan,City Bites,70,70,8.0
Chicken tikka masala,Tom's Drive In,30,30,7.5
Curry fish head,Carl's Jr,110,110,5.0
Fish kidney curry,Spangles,110,110,7.0
Sundubu jjigae,Capriotti's Sandwich Shop,30,30,10.0
Doughnut,Mickey's Gyros & Ribs,110,110,7.5
Bun bo hue,Raising Cane's Chicken Fingers,40,40,12.0
Tacos al pastor,Wingstreet,70,70,7.0
Pho,Pizza Hut,50,50,11.0
Hash browns,Braum's Ice Cream & Dairy Store,80,80,8.5
Papdi chaat,Crown Fried Chicken,20,20,3.5
Apple pie,Blakes Lotaburger,80,80,9.0
Lasagna,Braum's Ice Cream & Dairy Store,50,50,11.5
Pizza,Smashburger,80,80,10.5
Boiled vegetable soup,Burger King Salou,110,110,6.5
Nasi goreng,Roly Poly,20,20,8.5
Donburi,Aw Restaurant,100,100,8.5
Pork bulgogi,Lukes on Harlem,100,100,8.0
Fried carrot cake,SONIC Drive-In,60,60,6.5
Pozole,Culver's,60,60,4.0
Kimchi stew,Quick,90,90,10.5
Ga tan,Ziti's Italian Express,60,60,10.0
Bun bo hue,Jack In The Box,90,90,12.0
Soto,Mayfair Boardwalk Grill,100,100,7.5
Boiled vegetable soup,Ll Hawaiian Barbecue,20,20,7.0
Fish stew,Port of Subs,80,80,5.5
Wanton mee,Popeyes,70,70,9.5
Pozole,George's Gyros Spot,60,60,9.5
Curry fish head,World Wrapps,30,30,10.5
Wanton mee,Sonic Drive in,60,60,3.0
Soto,b.good,90,90,10.0
Bak chor mee,Kasa's Pizza,40,40,4.0
Thai hanglay curry,Nick's Burgers,80,80,3.0
Doughnut,Shepard's Drive-In,60,60,9.5
Rau muong,Rubio's,70,70,6.0
Szechwan chilli chicken,A&W All-American Foods,90,90,8.5
Sate,Checker's Drive-in Restaurant,50,50,4.5
Sundubu jjigae,Cookout,60,60,7.0
Murg makhani,Love's,40,40,9.0
Kimchi,B. Good,80,80,11.0
Chicken galangal soup,Ivar's Seafood Bar,90,90,7.5
Lasagna,Culvers,40,40,7.5
Fried carrot cake,Garden Catering,110,110,7.5
Bak kut teh,Chipotle Mexican Grill,80,80,11.0
Banh khot,Chipotle Mexican Grill,110,110,9.0
Tostadas,Pal's Sudden Service,80,80,4.0
Chole,Mcdonald's #25557,80,80,12.0
Lasagna,Carls Jr. / Green Burrito,60,60,4.0
Banh xeo,Everest,80,80,3.0
Kimchi stew,McDonald’s,80,80,8.5
Tacos al pastor,Carl's Jr.,70,70,10.0
Spring rolls,Farmer Boys,40,40,3.0
Rau muong,Bush's Chicken,60,60,11.5
Sichuan pork,Papa Johns,50,50,6.5
Nem ran,Breadeaux Pizza,20,20,12.0
Chole,Blimpie Subs & Sandwiches,70,70,11.5
Kimchi stew,Pita Pit,80,80,8.0
Donburi,Sarku Japan,30,30,3.5
Sate,Subway,20,20,3.5
Bun bo hue,Mickey's Gyros & Ribs,60,60,6.5
Spring rolls,Sarku Japan,40,40,11.0
Tacos al pastor,Mr Char-Burger,70,70,6.5
Sour soup,Papagus Gyros,60,60,9.5
Spaghetti Aglio Olio,Long John Silver's,80,80,7.5
Spaghetti Carbonara,Arbys,100,100,10.5
Bun bo hue,Papa John's,90,90,9.5
Coconut milk curry,Red Robin Gourmet Burgers,60,60,3.5
Fried carrot cake,Cusinera,90,90,7.5
Spaghetti Bolognese,Arby's,20,20,9.0
Kimchi,The People Connection,30,30,10.5
Bibimbap,Mcdonald's,30,30,9.5
Sate,Fuku,50,50,11.5
Hokkien prawn mee,Charlie Browns,80,80,11.5
Natto,Tudor's Biscuit World,40,40,11.0
Tandoori chicken,LocoL,30,30,9.5
Green curry chicken,Popeyes,70,70,9.0
Paratha,St Louis Original Hamburgers,20,20,4.0
Apple pie,Pizza Express,80,80,10.0
Tandoori chicken,Red Robin Gourmet Burgers,110,110,5.5
Tamales,George's Gyros Spot,20,20,6.5
Sour soup,Mariu Kebabberia Gastronomica,60,60,11.0
Ramyeon,Mcdonalds,100,100,5.0
Ramen,Thunder Ridge Ampride,110,110,5.0
Ramen,Arby's Antigo,100,100,7.0
Beef rendang,City Bites,110,110,10.0
Boiled vegetable soup,South-A-Philly Steaks and Hoagies,60,60,9.5
Pho,Lion's Choice,20,20,11.0
Pork bulgogi,Tina's Carryout Restaurant,50,50,4.5
Sate,KFC/Taco Bell,80,80,6.5
Soba,Backyard Burgers,30,30,5.0
Ossobuco,Nick's Burgers,20,20,3.0
Nem ran,Tasty Carryout,20,20,9.5
Spring rolls,Kasa's Pizza,100,100,11.5
Soba,Charlie Browns,80,80,6.0
Thai hanglay curry,Sarku Japan,30,30,11.5
Coconut milk curry,Culver's,30,30,5.5
Sundubu jjigae,Church's Chicken,50,50,6.0
Ribollita,Pizza One,70,70,9.5
Guacamole,Rubio's Coastal Grill,60,60,8.0
Fried chicken,Alice's,30,30,9.0
Chole,Los Verdes,100,100,4.5
Banh xeo,SUBWAY,90,90,9.5
Ayam penyet,Redbox,50,50,8.0
Fish stew,Papa John's,30,30,8.0
Hash browns,Baskin-Robbins,60,60,12.0
Bakso,Islands Restaurant,110,110,11.0
Rawon,Panda Express,110,110,8.5
Hokkien prawn mee,The Biscuit Factory,90,90,12.0
Szechwan chilli chicken,Twisters,110,110,9.5
Sushi,Arctic Circle,60,60,10.0
Bak kut teh,Subway - Roland Park,30,30,11.5
Ossobuco,Mc Donald's,70,70,9.0
Bak kut teh,Alice's,50,50,3.5
Vegetable fried rice,Isabella's Pizzeria,100,100,8.5
Bun bo hue,Nino's Pizza,30,30,12.0
Spaghetti Carbonara,Kerby's Koney Island,40,40,11.5
Sate,Richie's Restaurant,110,110,6.5
Dim sum,Moe's Southwest Grill,90,90,6.5
Chiles en nogada,Fuku,30,30,12.0
Boiled vegetable soup,Chicken Express,60,60,10.0
Ramyeon,Hotdoks,110,110,10.0
Sour soup,AJ's Hotdogs & Gyros,100,100,3.5
Murg makhani,The Chicken Place,50,50,8.5
Szechwan chilli chicken,Hoka Hoka Bento,110,110,11.5
Sate,Omega Drive-In,100,100,7.0
Soba,Kettle Restaurant,50,50,4.5
Isaan soup,Dairy Queen Grill & Chill,60,60,4.5
Bibimbap,Dino's Gyros,110,110,7.5
Tempura,The Chicken Place,80,80,9.5
Donburi,Charlie Browns,30,30,5.0
Natto,Lanesplitter Pizza & Pub,20,20,7.5
Macaroni and Cheese,D'angelo Grilled Sandwiches,20,20,11.5
Ga tan,Jersey Jacks Eatery,100,100,7.5
Bhajji,Ben & Jerry's,110,110,10.0
Yakitori,SONIC Drive In,70,70,10.0
Ayam goreng,Taco del Mar,90,90,10.0
Pork bulgogi,Checker's,50,50,10.5
Sichuan pork,Arbys,100,100,11.0
Natto,Great Steak & Potato Co,50,50,9.5
Chicken galangal soup,Jollibee,50,50,4.0
Stir fried tofu with rice,Slim Chickens,60,60,7.5
Spaghetti Carbonara,Pizza Express,70,70,8.0
Chicken tikka masala,Pizza One,20,20,10.5
Tempura,Kum & Go,80,80,6.5
Ga tan,Petro's Chili & Chips,70,70,4.5
Enchiladas,Original Tracks,20,20,9.5
Sour soup,Hometown Buffet,30,30,6.5
Bhajji,A&W All-American Foods,100,100,3.0
Risotto,Backyard Burgers,90,90,11.5
Beef rendang,Long John Silvers / A&W,30,30,4.5
Palak paneer,Wings N' More Wings,40,40,3.5
Tempura,Shepard's Drive-In,40,40,7.0
Papdi chaat,Redbox,40,40,11.5
Gogigui,QDOBA Mexican Eats,50,50,4.0
Sashimi,Red Robin Gourmet Burgers,80,80,4.5
